Sport,Country,League Name,Year,Gender,Champion,Number of Games,Number of Teams,Coeficiente Phi,Quantidade de equipes retiradas,Perc. Equipes Retiradas,Equipes Retiradas
soccer,Finland,Veikkausliiga,2011,men,HJK,198,12,0.7745,2,16.67%,"+HJK,-Rovaniemi"
soccer,Finland,Veikkausliiga,2012,men,HJK,198,12,0.4436,0,0.00%,-
soccer,Finland,Veikkausliiga,2013,men,HJK,198,12,0.6781,1,8.33%,+HJK
soccer,Finland,Veikkausliiga,2014,men,HJK,198,12,0.7082,2,16.67%,"+HJK,-TPS"
soccer,Finland,Veikkausliiga,2015,men,SJK,198,12,0.5591,1,8.33%,+SJK
soccer,France,Ligue 1,2007,men,Lyon,380,20,0.4882,1,5.00%,+Lyon
soccer,France,Ligue 1,2008,men,Lyon,380,20,0.6433,2,10.00%,"+Lyon,+Bordeaux"
soccer,France,Ligue 1,2009,men,Bordeaux,380,20,0.7239,4,20.00%,"+Bordeaux,+Marseille,-Le Havre,+Lyon"
soccer,France,Ligue 1,2010,men,Marseille,380,20,0.7274,5,25.00%,"-Grenoble,+Marseille,+Lyon,+Auxerre,-Boulogne"
soccer,France,Ligue 1,2011,men,Lille,380,20,0.5943,1,5.00%,-Arles-Avignon
soccer,France,Ligue 1,2012,men,Montpellier,380,20,0.7193,3,15.00%,"+Montpellier,+Paris SG,+Lille"
soccer,France,Ligue 1,2013,men,Paris SG,380,20,0.6618,3,15.00%,"+Paris SG,+Marseille,+Lyon"
soccer,France,Ligue 1,2014,men,Paris SG,380,20,0.7672,4,20.00%,"+Paris SG,+Monaco,-AC Ajaccio,-Valenciennes"
soccer,France,Ligue 1,2015,men,Paris SG,380,20,0.7080,4,20.00%,"+Paris SG,+Lyon,-Lens,-Metz"
soccer,France,Ligue 1,2016,men,Paris SG,380,20,0.7298,2,10.00%,"+Paris SG,-Troyes"
soccer,Georgia,Umaglese Liga,2007,men,Rustavi,182,14,0.8679,5,35.71%,"-Kakheti Telavi,+Rustavi,+Dinamo Tbilisi,+Ameri Tbilisi,+Zestafoni"
soccer,Georgia,Umaglese Liga,2008,men,Dinamo Tbilisi,182,14,0.8564,5,35.71%,"+Dinamo Tbilisi,-Dila Gori,+Zestafoni,+WIT Georgia,+Rustavi"
soccer,Georgia,Umaglese Liga,2009,men,WIT Georgia,165,11,0.8318,4,36.36%,"-Borjomi,+WIT Georgia,+Dinamo Tbilisi,+Rustavi"
soccer,Georgia,Umaglese Liga,2010,men,Rustavi,180,10,0.8742,4,40.00%,"+Rustavi,+Dinamo Tbilisi,+Zestafoni,+WIT Georgia"
soccer,Georgia,Umaglese Liga,2011,men,Zestafoni,180,10,0.8173,3,30.00%,"+Zestafoni,+Dinamo Tbilisi,+Rustavi"
soccer,Georgia,Umaglese Liga,2012,men,Zestafoni,132,12,0.7129,2,16.67%,"+Zestafoni,+Dinamo Tbilisi"
soccer,Georgia,Umaglese Liga,2013,men,Dinamo Tbilisi,132,12,0.8249,4,33.33%,"-Poti,-Dinamo Batumi,-Bolnisi,-Merani Martvili"
soccer,Georgia,Umaglese Liga,2014,men,Dinamo Tbilisi,132,12,0.5427,1,8.33%,+Dinamo Tbilisi
soccer,Georgia,Umaglese Liga,2015,men,Dila Gori,240,16,0.6626,2,12.50%,"+Dila Gori,+Dinamo Tbilisi"
soccer,Georgia,Umaglese Liga,2016,men,Dinamo Tbilisi,240,16,0.8287,6,37.50%,"+Dinamo Tbilisi,+Samtredia,+Dila Gori,+Chikhura,+Bolnisi,+Dinamo Batumi"
soccer,Germany,Bundesliga,2007,men,VfB Stuttgart,306,18,0.6182,2,11.11%,"+VfB Stuttgart,+SV Werder Bremen"
soccer,Germany,Bundesliga,2008,men,Bayern Munich,306,18,0.6727,3,16.67%,"+Bayern Munich,+SV Werder Bremen,+Schalke"
soccer,Germany,Bundesliga,2009,men,Wolfsburg,306,18,0.7346,6,33.33%,"+Wolfsburg,+Bayern Munich,+VfB Stuttgart,+Hertha Berlin,+Hamburger SV,+Dortmund"
soccer,Germany,Bundesliga,2010,men,Bayern Munich,306,18,0.6866,5,27.78%,"+Bayern Munich,+Schalke,-Hertha Berlin,+Bayer Leverkusen,-Nurnberg"
soccer,Germany,Bundesliga,2011,men,Dortmund,306,18,0.6135,2,11.11%,"+Dortmund,+Bayer Leverkusen"
soccer,Germany,Bundesliga,2012,men,Dortmund,306,18,0.7551,3,16.67%,"+Dortmund,+Bayern Munich,+Schalke"
soccer,Germany,Bundesliga,2013,men,Bayern Munich,306,18,0.7753,3,16.67%,"+Bayern Munich,-Greuther Furth,+Bayer Leverkusen"
soccer,Germany,Bundesliga,2014,men,Bayern Munich,306,18,0.8010,5,27.78%,"+Bayern Munich,+Dortmund,+Schalke,+Bayer Leverkusen,-Hamburger SV"
soccer,Germany,Bundesliga,2015,men,Bayern Munich,306,18,0.7069,2,11.11%,"+Bayern Munich,+Wolfsburg"
soccer,Germany,Bundesliga,2016,men,Bayern Munich,306,18,0.7582,2,11.11%,"+Bayern Munich,+Dortmund"
soccer,Ghana,Premier League,2011,men,Berekum Chelsea,240,16,0.0909,0,0.00%,-
soccer,Ghana,Premier League,2012,men,Asante Kotoko,240,16,0.5944,1,6.25%,+Asante Kotoko
soccer,Ghana,Premier League,2013,men,Asante Kotoko,240,16,0.6960,1,6.25%,-Real Tamale
soccer,Ghana,Premier League,2014,men,Asante Kotoko,240,16,-0.6343,0,0.00%,-
soccer,Ghana,Premier League,2015,men,Ashanti,240,16,0.3070,0,0.00%,-
soccer,Ghana,Premier League,2016,men,Wa All Stars,240,16,0.1993,0,0.00%,-
soccer,Greece,Super League,2007,men,Olympiakos Piraeus,240,16,0.7508,2,12.50%,"-Ionikos,+Olympiakos Piraeus"
soccer,Greece,Super League,2008,men,Olympiakos Piraeus,240,16,0.7911,3,18.75%,"+Olympiakos Piraeus,+AEK Athens FC,+Panathinaikos"
soccer,Greece,Super League,2009,men,Olympiakos Piraeus,240,16,0.8052,4,25.00%,"+Olympiakos Piraeus,+PAOK,-Thrasivoulos,+Panathinaikos"
soccer,Greece,Super League,2010,men,Panathinaikos,240,16,0.7683,3,18.75%,"-Panthrakikos,+Panathinaikos,+PAOK"
soccer,Greece,Super League,2011,men,Olympiakos Piraeus,240,16,0.7013,2,12.50%,"+Olympiakos Piraeus,+Panathinaikos"
soccer,Greece,Super League,2012,men,Olympiakos Piraeus,240,16,0.7588,2,12.50%,"+Olympiakos Piraeus,+Panathinaikos"
soccer,Greece,Super League,2013,men,Olympiakos Piraeus,240,16,0.7502,2,12.50%,"+Olympiakos Piraeus,+PAOK"
soccer,Greece,Super League,2014,men,Olympiakos Piraeus,306,18,0.7858,4,22.22%,"+Olympiakos Piraeus,-Aris,+PAOK,+Atromitos"
soccer,Greece,Super League,2016,men,Olympiakos Piraeus,240,16,0.8195,4,25.00%,"+Olympiakos Piraeus,-Kalloni,-Panthrakikos,+Panathinaikos"
soccer,Hong Kong,Division 1,2011,men,Kitchee,90,10,0.7703,3,30.00%,"-Hong Kong FC,-Tai Chung,+Kitchee"
soccer,Hong Kong,Division 1,2012,men,Kitchee,90,10,0.7674,3,30.00%,"-Sham Shui Po,-Hong Kong Sapling,+Kitchee"
soccer,Hong Kong,Division 1,2013,men,South China,90,10,0.2224,0,0.00%,-
soccer,Hong Kong,Division 1,2015,men,Kitchee,72,9,0.6937,2,22.22%,"-Tai Po,+Kitchee"
soccer,Hong Kong,Division 1,2016,men,Eastern AA,72,9,0.7670,3,33.33%,"+Eastern AA,+Kitchee,+South China"
soccer,Hungary,OTP Bank Liga,2012,men,Debrecen,240,16,0.8073,3,18.75%,"+Debrecen,+Videoton,+Gyor"
soccer,Hungary,OTP Bank Liga,2013,men,Gyor,240,16,0.6585,2,12.50%,"-Egri,+Gyor"
soccer,Hungary,OTP Bank Liga,2014,men,Debrecen,240,16,0.6949,4,25.00%,"-Kaposvar,+Debrecen,+Ferencvaros,+Gyor"
soccer,Hungary,OTP Bank Liga,2015,men,Videoton,240,16,0.7930,4,25.00%,"+Videoton,+Ferencvaros,-Lombard Papa,+MTK Budapest"
soccer,Hungary,OTP Bank Liga,2016,men,Ferencvaros,198,12,0.6968,1,8.33%,+Ferencvaros
soccer,Iceland,Pepsideild,2009,men,Hafnarfjordur,132,12,0.7215,3,25.00%,"+Hafnarfjordur,+KR Reykjavik,+Fylkir"
soccer,Iceland,Pepsideild,2010,men,Breidablik,132,12,0.5811,2,16.67%,"+Breidablik,+Hafnarfjordur"
soccer,Iceland,Pepsideild,2011,men,KR Reykjavik,132,12,0.6366,1,8.33%,+KR Reykjavik
soccer,Iceland,Pepsideild,2012,men,Hafnarfjordur,132,12,0.5157,1,8.33%,-Grindavik
soccer,Iceland,Pepsideild,2013,men,KR Reykjavik,132,12,0.7471,3,25.00%,"+KR Reykjavik,+Hafnarfjordur,-Akranes"
soccer,Iceland,Pepsideild,2014,men,Stjarnan,132,12,0.7504,2,16.67%,"+Stjarnan,+Hafnarfjordur"
soccer,Iceland,Pepsideild,2015,men,Hafnarfjordur,132,12,0.7404,3,25.00%,"-Keflavik,+Breidablik,+Hafnarfjordur"
soccer,India,I-League,2007,men,Dempo,90,10,0.6063,1,10.00%,-Hindustan Aeronautics
soccer,India,I-League,2008,men,Dempo,90,10,0.7213,2,20.00%,"-Salgaocar SC,-Viva Kerala"
soccer,India,I-League,2009,men,Churchill Brothers,132,12,0.6736,2,16.67%,"-Vasco,+Churchill Brothers"
soccer,India,I-League,2010,men,Dempo,182,14,0.3621,0,0.00%,-
soccer,India,I-League,2011,men,Salgaocar SC,182,14,0.6953,3,21.43%,"+Salgaocar SC,+Churchill Brothers,+East Bengal"
soccer,India,I-League,2012,men,Dempo,182,14,0.7898,4,28.57%,"-Hindustan Aeronautics,-AIFF XI,-Lajong,-Mumbai"
soccer,India,I-League,2013,men,Churchill Brothers,182,14,0.7017,2,14.29%,"-United Sikkim,+Churchill Brothers"
soccer,India,I-League,2014,men,Bengaluru,156,13,0.3113,0,0.00%,-
soccer,India,I-League,2015,men,Mohun Bagan,110,11,0.3538,0,0.00%,-
soccer,India,I-League,2016,men,Bengaluru,72,9,0.4216,0,0.00%,-
soccer,Ireland,Premier Division,2007,men,Drogheda,198,12,0.6953,2,16.67%,"+Drogheda,+St- Patricks"
soccer,Ireland,Premier Division,2008,men,Bohemians,198,12,0.8322,4,33.33%,"+Bohemians,+St- Patricks,-UC Dublin,-Cobh Ramblers"
soccer,Ireland,Premier Division,2009,men,Bohemians,180,10,0.7619,2,20.00%,"+Bohemians,+Shamrock Rovers"
soccer,Ireland,Premier Division,2010,men,Shamrock Rovers,180,10,0.7851,3,30.00%,"-Drogheda,-Bray,-Galway"
soccer,Ireland,Premier Division,2011,men,Shamrock Rovers,180,10,0.8759,4,40.00%,"-Galway,-Drogheda,-UC Dublin,-Bray"
soccer,Ireland,Premier Division,2012,men,Sligo Rovers,179,12,0.8255,4,33.33%,"-Monaghan,-Dundalk,+Sligo Rovers,+Drogheda"
soccer,Ireland,Premier Division,2013,men,St. Patricks,198,12,0.8056,4,33.33%,"+St- Patricks,+Sligo Rovers,+Dundalk,+Derry City"
soccer,Ireland,Premier Division,2014,men,Dundalk,198,12,0.8352,4,33.33%,"+Dundalk,+Cork City,+Shamrock Rovers,+St- Patricks"
soccer,Ireland,Premier Division,2015,men,Dundalk,198,12,0.8135,3,25.00%,"+Dundalk,+Cork City,+Shamrock Rovers"
soccer,Israel,Ligat haAl,2008,men,Beitar Jerusalem,198,12,0.5298,1,8.33%,+Beitar Jerusalem
soccer,Israel,Ligat haAl,2010,men,Maccabi Haifa,240,16,0.7992,3,18.75%,"+Maccabi Haifa,+Hapoel Tel Aviv,-H- Raanana"
soccer,Israel,Ligat haAl,2012,men,Shmona,240,16,0.5456,1,6.25%,+Shmona
soccer,Israel,Ligat haAl,2014,men,Maccabi Tel Aviv,182,14,0.7726,2,14.29%,"+Maccabi Tel Aviv,+H- Beer Sheva"
soccer,Israel,Ligat haAl,2016,men,H. Beer Sheva,182,14,0.7842,3,21.43%,"+H- Beer Sheva,+Maccabi Tel Aviv,-Netanya"
soccer,Italy,Serie A,2007,men,Inter,380,20,0.8070,5,25.00%,"+Inter,+Fiorentina,+AS Roma,+AC Milan,+Lazio"
soccer,Italy,Serie A,2008,men,Inter,380,20,0.7618,3,15.00%,"+Inter,+AS Roma,+Fiorentina"
soccer,Italy,Serie A,2009,men,Inter,380,20,0.7518,5,25.00%,"+Inter,+Juventus,+AC Milan,+Fiorentina,+Genoa"
soccer,Italy,Serie A,2010,men,Inter,380,20,0.7274,4,20.00%,"+Inter,+AS Roma,-Livorno,+AC Milan"
soccer,Italy,Serie A,2011,men,AC Milan,380,20,0.7198,4,20.00%,"+AC Milan,+Inter,-Bari,+Napoli"
soccer,Italy,Serie A,2012,men,Juventus,380,20,0.7293,3,15.00%,"+Juventus,+AC Milan,-Cesena"
soccer,Italy,Serie A,2013,men,Juventus,380,20,0.7725,5,25.00%,"+Juventus,+Napoli,-Pescara,+Fiorentina,+AC Milan"
soccer,Italy,Serie A,2014,men,Juventus,380,20,0.8311,4,20.00%,"+Juventus,+AS Roma,+Napoli,-Livorno"
soccer,Italy,Serie A,2015,men,Juventus,380,20,0.7506,4,20.00%,"+Juventus,-Cesena,-Parma,-Cagliari"
soccer,Italy,Serie A,2016,men,Juventus,380,20,0.7868,6,30.00%,"+Juventus,+Napoli,+AS Roma,-Verona,+Fiorentina,+Inter"
soccer,Japan,J-League,2007,men,Kashima,306,18,0.7125,4,22.22%,"-Yokohama,-Kofu,+Urawa,+Kashima"
soccer,Japan,J-League,2008,men,Kashima,306,18,0.5017,1,5.56%,-Sapporo
soccer,Japan,J-League,2009,men,Kashima,306,18,0.5420,2,11.11%,"-Chiba,-Oita"
soccer,Japan,J-League,2010,men,Nagoya,306,18,0.7160,2,11.11%,"-Shonan,-Kyoto"
soccer,Japan,J-League,2011,men,Kashiwa,306,18,0.7281,3,16.67%,"-Montedio Yamagata,+Kashiwa,+Nagoya"
soccer,Japan,J-League,2012,men,Hiroshima,306,18,0.4757,1,5.56%,-Sapporo
soccer,Japan,J-League,2013,men,Hiroshima,306,18,0.7072,2,11.11%,"-Oita,-Iwata"
soccer,Japan,J-League,2014,men,G-Osaka,306,18,0.6471,1,5.56%,-Tokushima
soccer,Jordan,Premier League,2011,men,Al Wehdat,110,11,0.7047,1,9.09%,+Al Wehdat
soccer,Jordan,Premier League,2012,men,Al Faisaly Amman,132,12,0.7570,2,16.67%,"+Al Faisaly Amman,+Al Ramtha"
soccer,Jordan,Premier League,2013,men,Shabab Al Ordon,132,12,0.7927,4,33.33%,"-Shabab Al Hussein,+Shabab Al Ordon,+Al Wehdat,-Al Yarmouk"
soccer,Jordan,Premier League,2015,men,Al Wehdat,132,12,0.6679,1,8.33%,-Ittihad Al Ramtha
soccer,Jordan,Premier League,2016,men,Al Wehdat,132,12,0.2978,0,0.00%,-
soccer,Kazakhstan,Premier League,2007,men,Aktobe,240,16,0.7833,3,18.75%,"+Aktobe,+Tobol,-Taraz"
soccer,Kazakhstan,Premier League,2009,men,Aktobe,182,14,0.8293,4,28.57%,"+Aktobe,+FC Astana,+Shakhtar Karagandy,+Tobol"
soccer,Kazakhstan,Premier League,2010,men,Tobol,132,12,0.7196,2,16.67%,"-Okzhetpes,-FK Akzhayik"
soccer,Kazakhstan,Premier League,2011,men,Zhetysu Taldykorgan,132,12,0.7391,4,33.33%,"+Zhetysu Taldykorgan,+FC Astana,+Shakhtar Karagandy,+Aktobe"
soccer,Kazakhstan,Premier League,2012,men,Shakhtar Karagandy,182,14,0.7349,4,28.57%,"-Okzhetpes,-Sunkar,-Atyrau,-Kaisar Kyzylorda"
soccer,Kazakhstan,Premier League,2013,men,Aktobe,132,12,0.5811,2,16.67%,"+Aktobe,+FC Astana"
soccer,Kazakhstan,Premier League,2014,men,Aktobe,132,12,0.6148,1,8.33%,-Spartak Semey
soccer,Kazakhstan,Premier League,2015,men,K. Almaty,132,12,0.6788,4,33.33%,"+Aktobe,+K- Almaty,+FC Astana,-Kaisar Kyzylorda"
soccer,Kuwait,Premier League,2011,men,Al Qadisiya,84,8,0.8456,3,37.50%,"+Al Qadisiya,+Al Kuwait,+Al Arabi"
soccer,Kuwait,Premier League,2012,men,Al Qadisiya,84,8,0.7811,2,25.00%,"+Al Qadisiya,+Al Kuwait"
soccer,Kuwait,Premier League,2013,men,Al Kuwait,84,8,0.8179,2,25.00%,"+Al Kuwait,+Al Qadisiya"
soccer,Kuwait,Premier League,2014,men,Al Qadisiya,182,14,0.8468,5,35.71%,"+Al Qadisiya,+Al Kuwait,+Al Jahra,+Kazma SC,+Al Arabi"
soccer,Kuwait,Premier League,2015,men,Al Kuwait,182,14,0.8952,7,50.00%,"+Al Arabi,+Al Kuwait,+Al Jahra,+Kazma SC,+Al Salmiya,+Al Qadisiya,+Al Sulaibikhat"
soccer,Kuwait,Premier League,2016,men,Al Qadisiya,156,13,0.8534,4,30.77%,"+Al Qadisiya,+Al Salmiya,+Al Kuwait,-Al Naser"
soccer,Latvia,Virsliga,2007,men,Ventspils,112,8,0.8743,4,50.00%,"-Olimps Riga,-Dinaburg,-Daugava Riga,-FC Daugava"
soccer,Latvia,Virsliga,2008,men,Ventspils,90,10,0.7538,2,20.00%,"+Ventspils,-Olimps Riga"
soccer,Latvia,Virsliga,2009,men,FK Liepaja,144,9,0.9023,5,55.56%,"+FK Liepaja,+Ventspils,+Skonto,-Tranzits,-RFS"
soccer,Latvia,Virsliga,2010,men,Skonto,135,10,0.8855,4,40.00%,"+Skonto,+FK Liepaja,+Ventspils,+FC Daugava"
soccer,Latvia,Virsliga,2011,men,FK Liepaja,144,9,0.8860,5,55.56%,"-Olimps Riga,-Daugava Riga,-Gulbene,-Jelgava,-Jurmala"
soccer,Latvia,Virsliga,2012,men,FC Daugava,180,10,0.8741,4,40.00%,"+FC Daugava,+Ventspils,+Skonto,+FK Liepaja"
soccer,Latvia,Virsliga,2013,men,Ventspils,135,10,0.8692,5,50.00%,"+Ventspils,+Skonto,+FC Daugava,+Daugava Riga,+FK Liepaja"
soccer,Latvia,Virsliga,2014,men,Ventspils,180,10,0.8933,4,40.00%,"-Jurmala,-Metta/LU,-BFC Daugavpils,-Daugava Riga"
soccer,Latvia,Virsliga,2015,men,FK Liepaja,84,7,0.8525,3,42.86%,"-Metta/LU,-BFC Daugavpils,-Spartaks"
soccer,Lithuania,A Lyga,2007,men,FBK Kaunas,180,10,0.8702,3,30.00%,"-Interas Visaginas,-Silute,+FBK Kaunas"
soccer,Lithuania,A Lyga,2008,men,Ekranas,112,8,0.8482,3,37.50%,"+Ekranas,-Silute,+FBK Kaunas"
soccer,Lithuania,A Lyga,2009,men,Ekranas,112,8,0.8676,4,50.00%,"-Kruoja,-Atletas,+Ekranas,-Banga"
soccer,Lithuania,A Lyga,2010,men,Ekranas,135,10,0.8840,3,30.00%,"-Atletas,-FK Klaipeda,-Mazeikiai"
soccer,Lithuania,A Lyga,2011,men,Ekranas,198,12,0.8770,5,41.67%,"-FK Klaipeda,-Atlantas,+Ekranas,+Zalgiris,-Mazeikiai"
soccer,Lithuania,A Lyga,2012,men,Ekranas,180,10,0.8977,6,60.00%,"+Ekranas,+Zalgiris,+Suduva,-REO Vilnius,-Tauras Taurage,-Dainava Alytus"
soccer,Lithuania,A Lyga,2013,men,Zalgiris,144,9,0.8944,4,44.44%,"-Tauras Taurage,-Dainava Alytus,-Siauliai,-Banga"
soccer,Lithuania,A Lyga,2014,men,Zalgiris,180,10,0.8654,5,50.00%,"-Dainava Alytus,+Zalgiris,+Kruoja,-Banga,-Granitas K-"
soccer,Lithuania,A Lyga,2015,men,Zalgiris,180,10,0.9022,5,50.00%,"+Zalgiris,+Trakai,+Suduva,+Atlantas,+Stumbras"
soccer,Luxemburgo,National Division,2007,men,Dudelange,182,14,0.7624,2,14.29%,"+Dudelange,-FC Mamer"
soccer,Luxemburgo,National Division,2008,men,Dudelange,182,14,0.7350,1,7.14%,+Dudelange
soccer,Luxemburgo,National Division,2009,men,Dudelange,182,14,0.7179,2,14.29%,"+Dudelange,-Avenir Beggen"
soccer,Luxemburgo,National Division,2010,men,Jeunesse Esch,182,14,0.6814,2,14.29%,"-Mondercange,+Jeunesse Esch"
soccer,Luxemburgo,National Division,2011,men,Dudelange,182,14,0.5223,1,7.14%,+Dudelange
soccer,Luxemburgo,National Division,2012,men,Dudelange,182,14,0.7272,2,14.29%,"-Hostert,-Rumelange"
soccer,Luxemburgo,National Division,2013,men,Fola,182,14,0.7701,3,21.43%,"-Union Tetange,-Petange,+Fola"
soccer,Luxemburgo,National Division,2014,men,Dudelange,182,14,0.7497,3,21.43%,"+Dudelange,+Fola,+Differdange"
soccer,Luxemburgo,National Division,2015,men,Fola,182,14,0.7805,4,28.57%,"+Fola,+Differdange,+Dudelange,+Niedercorn"
soccer,Luxemburgo,National Division,2016,men,Dudelange,182,14,0.8022,4,28.57%,"+Dudelange,+Fola,+Differdange,+Jeunesse Esch"
soccer,Malaysia,Super League,2007,men,Kedah,156,13,0.8050,4,30.77%,"-Malacca United,-Sarawak FA,+Kedah,+Perak"
soccer,Malaysia,Super League,2008,men,Kedah,156,13,0.7526,4,30.77%,"+Kedah,-Sarawak FA,-Brunei DPMM,-PDRM FA"
soccer,Malaysia,Super League,2009,men,Selangor,182,14,0.8115,4,28.57%,"-PDRM FA,-Pahang,-Penang,+Selangor"
soccer,Malaysia,Super League,2010,men,Selangor,182,14,0.7838,3,21.43%,"+Selangor,+Kelantan,-Penang"
soccer,Malaysia,Super League,2011,men,Kelantan,182,14,0.7455,4,28.57%,"-Perlis,+Kelantan,-Pahang,+Selangor"
soccer,Malaysia,Super League,2012,men,Kelantan,182,14,0.7095,2,14.29%,"-Kuala Lumpur,+Kelantan"
soccer,Malaysia,Super League,2013,men,LionsXII,132,12,0.6461,2,16.67%,"-Negeri Sembilan FA,-Felda Utd-"
soccer,Malaysia,Super League,2014,men,Johor DT,132,12,0.3568,0,0.00%,-
soccer,Malaysia,Super League,2015,men,Johor DT,132,12,0.7473,2,16.67%,"-Sime Darby,-ATM FA"
soccer,Maldova,Divizia Nationala,2007,men,Sheriff Tiraspol,180,10,0.8754,4,40.00%,"+Sheriff Tiraspol,+Zimbru Chisinau,+Dacia Chisinau,+Otaci"
soccer,Maldova,Divizia Nationala,2008,men,Sheriff Tiraspol,165,11,0.8803,4,36.36%,"+Sheriff Tiraspol,+Dacia Chisinau,+Otaci,+FC Tiraspol"
soccer,Maldova,Divizia Nationala,2009,men,Sheriff Tiraspol,165,11,0.8130,2,18.18%,"+Sheriff Tiraspol,+Dacia Chisinau"
soccer,Maldova,Divizia Nationala,2010,men,Sheriff Tiraspol,198,12,0.8621,5,41.67%,"+Sheriff Tiraspol,-Otaci,+Iskra-Stal,+Dacia Chisinau,-Sfintul"
soccer,Maldova,Divizia Nationala,2011,men,Dacia Chisinau,273,14,0.8933,7,50.00%,"+Dacia Chisinau,-Bender,-Gagauziya,-Costuleni,-Sfintul,-Otaci,-FC Tiraspol"
soccer,Maldova,Divizia Nationala,2012,men,Sheriff Tiraspol,198,12,0.8477,3,25.00%,"+Sheriff Tiraspol,+Dacia Chisinau,+Zimbru Chisinau"
soccer,Maldova,Divizia Nationala,2013,men,Sheriff Tiraspol,198,12,0.8466,4,33.33%,"+Sheriff Tiraspol,-Otaci,-Speranta,+Dacia Chisinau"
soccer,Maldova,Divizia Nationala,2014,men,Sheriff Tiraspol,198,12,0.8982,6,50.00%,"+Sheriff Tiraspol,-Speranta,-Academia Chisinau,-Zaria Balti,-Rapid Ghidighici,-Dinamo-Auto"
soccer,Maldova,Divizia Nationala,2015,men,Milsami,133,11,0.8781,4,36.36%,"+Milsami,+Sheriff Tiraspol,+Dacia Chisinau,+FC Tiraspol"
soccer,Maldova,Divizia Nationala,2016,men,Sheriff Tiraspol,135,10,0.8578,4,40.00%,"-Ceadir Lunga,+Dacia Chisinau,+Sheriff Tiraspol,-Petrocub"
soccer,Montenegro,Prva Crnogorska Liga,2007,men,Zeta,198,12,0.8181,2,16.67%,"+Zeta,+Buducnost"
soccer,Montenegro,Prva Crnogorska Liga,2008,men,Buducnost,198,12,0.8020,4,33.33%,"-Mladost Podgorica,+Zeta,+Mogren,+Buducnost"
soccer,Montenegro,Prva Crnogorska Liga,2009,men,Mogren,198,12,0.7663,2,16.67%,"+Mogren,+Buducnost"
soccer,Montenegro,Prva Crnogorska Liga,2010,men,Rudar,198,12,0.7835,4,33.33%,"-KOM,+Rudar,+Buducnost,-Berane"
soccer,Montenegro,Prva Crnogorska Liga,2011,men,Mogren,198,12,0.7563,2,16.67%,"+Buducnost,+Mogren"
soccer,Montenegro,Prva Crnogorska Liga,2012,men,Buducnost,198,12,0.8355,3,25.00%,"+Buducnost,+Rudar,-Bokelj"
soccer,Montenegro,Prva Crnogorska Liga,2013,men,Sutjeska,198,12,0.4956,0,0.00%,-
soccer,Montenegro,Prva Crnogorska Liga,2014,men,Sutjeska,198,12,0.5396,1,8.33%,-Decic
soccer,Montenegro,Prva Crnogorska Liga,2015,men,Rudar,198,12,0.8231,4,33.33%,"-Berane,-Mogren,+Rudar,+Sutjeska"
soccer,Montenegro,Prva Crnogorska Liga,2016,men,Mladost Podgorica,198,12,0.6470,3,25.00%,"+Mladost Podgorica,+Buducnost,+Bokelj"
soccer,Morocco,Botola,2007,men,Olympique Khouribga,240,16,0.6947,2,12.50%,"+Olympique Khouribga,+FAR Rabat"
soccer,Morocco,Botola,2008,men,FAR Rabat,240,16,0.4784,1,6.25%,-Meknes
soccer,Morocco,Botola,2009,men,Raja Casablanca,240,16,0.6051,2,12.50%,"+Raja Casablanca,+Difaa El Jadidi"
soccer,Morocco,Botola,2010,men,Wydad,240,16,0.3264,0,0.00%,-
soccer,Morocco,Botola,2011,men,Raja Casablanca,240,16,0.6287,2,12.50%,"+Raja Casablanca,-Kasba Tadla"
soccer,Morocco,Botola,2012,men,Moghreb Tetouan,240,16,0.6193,2,12.50%,"+Moghreb Tetouan,+FUS Rabat"
soccer,Morocco,Botola,2013,men,Raja Casablanca,240,16,0.7421,2,12.50%,"+Raja Casablanca,+FAR Rabat"
soccer,Morocco,Botola,2014,men,Moghreb Tetouan,240,16,0.5403,1,6.25%,+Moghreb Tetouan
soccer,Morocco,Botola,2015,men,Wydad,240,16,0.4775,1,6.25%,+Wydad
soccer,Morocco,Botola,2016,men,FUS Rabat,240,16,0.4271,0,0.00%,-
soccer,Netherlands,Eredivisie,2007,men,PSV,306,18,0.8085,6,33.33%,"-Den Haag,+Ajax,+AZ Alkmaar,+PSV,+Twente,+Heerenveen"
soccer,Netherlands,Eredivisie,2008,men,PSV,306,18,0.7280,4,22.22%,"+PSV,+Ajax,-Excelsior,+Feyenoord"
soccer,Netherlands,Eredivisie,2009,men,AZ Alkmaar,306,18,0.7766,4,22.22%,"+AZ Alkmaar,+Ajax,+Twente,+PSV"
soccer,Netherlands,Eredivisie,2010,men,Twente,306,18,0.8661,7,38.89%,"+Twente,+Ajax,+PSV,-Waalwijk,-Willem II,+Feyenoord,-Sparta Rotterdam"
soccer,Netherlands,Eredivisie,2011,men,Ajax,306,18,0.7832,4,22.22%,"-Willem II,-Venlo,+Ajax,+Twente"
soccer,Netherlands,Eredivisie,2012,men,Ajax,306,18,0.7896,5,27.78%,"+Ajax,-Excelsior,+PSV,+Heerenveen,+AZ Alkmaar"
soccer,Netherlands,Eredivisie,2013,men,Ajax,306,18,0.7746,4,22.22%,"+Ajax,+PSV,+Feyenoord,+Utrecht"
soccer,Netherlands,Eredivisie,2014,men,Ajax,306,18,0.6830,3,16.67%,"+Ajax,+Feyenoord,+Twente"
